Tarih,Ülke,Onaylananlar,Ölenler,İyileşenler
43923,Slovenia,0,0,0
43953,Slovenia,0,0,0
43984,Slovenia,0,0,0
44014,Slovenia,0,0,0
44045,Slovenia,0,0,0
44076,Slovenia,0,0,0
44106,Slovenia,0,0,0
44137,Slovenia,0,0,0
44167,Slovenia,0,0,0
2/13/20,Slovenia,0,0,0
2/14/20,Slovenia,0,0,0
2/15/20,Slovenia,0,0,0
2/16/20,Slovenia,0,0,0
2/17/20,Slovenia,0,0,0
2/18/20,Slovenia,0,0,0
2/19/20,Slovenia,0,0,0
2/20/20,Slovenia,0,0,0
2/21/20,Slovenia,0,0,0
2/22/20,Slovenia,0,0,0
2/23/20,Slovenia,0,0,0
2/24/20,Slovenia,0,0,0
2/25/20,Slovenia,0,0,0
2/26/20,Slovenia,0,0,0
2/27/20,Slovenia,0,0,0
2/28/20,Slovenia,0,0,0
2/29/20,Slovenia,0,0,0
43833,Slovenia,0,0,0
43864,Slovenia,0,0,0
43893,Slovenia,0,0,0
43924,Slovenia,0,0,0
43954,Slovenia,2,0,0
43985,Slovenia,7,0,0
44015,Slovenia,7,0,0
44046,Slovenia,16,0,0
44077,Slovenia,16,0,0
44107,Slovenia,31,0,0
44138,Slovenia,57,0,0
44168,Slovenia,89,0,0
3/13/20,Slovenia,141,0,0
3/14/20,Slovenia,181,1,0
3/15/20,Slovenia,219,1,0
3/16/20,Slovenia,253,1,0
3/17/20,Slovenia,275,1,0
3/18/20,Slovenia,275,1,0
3/19/20,Slovenia,286,1,0
3/20/20,Slovenia,341,1,0
3/21/20,Slovenia,383,1,0
3/22/20,Slovenia,414,2,0
3/23/20,Slovenia,442,3,0
3/24/20,Slovenia,480,4,0
3/25/20,Slovenia,528,5,10
3/26/20,Slovenia,562,6,10
3/27/20,Slovenia,632,9,10
3/28/20,Slovenia,684,9,10
3/29/20,Slovenia,730,11,10
3/30/20,Slovenia,756,11,10
3/31/20,Slovenia,802,15,10
43834,Slovenia,841,15,10
43865,Slovenia,897,17,70
43894,Slovenia,934,20,70
43925,Slovenia,977,22,79
43955,Slovenia,997,28,79
43986,Slovenia,1021,30,102
44016,Slovenia,1059,36,102
44047,Slovenia,1091,40,120
44078,Slovenia,1124,43,128
44108,Slovenia,1160,45,137
44139,Slovenia,1188,50,148
44169,Slovenia,1205,53,150
4/13/20,Slovenia,1212,55,152
4/14/20,Slovenia,1220,56,152
4/15/20,Slovenia,1248,61,165
4/16/20,Slovenia,1268,61,174
4/17/20,Slovenia,1304,66,174
4/18/20,Slovenia,1317,70,190
4/19/20,Slovenia,1330,74,192
4/20/20,Slovenia,1335,77,193
4/21/20,Slovenia,1344,77,197
4/22/20,Slovenia,1353,79,205
4/23/20,Slovenia,1366,79,211
4/24/20,Slovenia,1373,80,211
4/25/20,Slovenia,1388,81,219
4/26/20,Slovenia,1396,82,221
4/27/20,Slovenia,1402,83,221
1/22/20,Somalia,0,0,0
1/23/20,Somalia,0,0,0
1/24/20,Somalia,0,0,0
1/25/20,Somalia,0,0,0
1/26/20,Somalia,0,0,0
1/27/20,Somalia,0,0,0
1/28/20,Somalia,0,0,0
1/29/20,Somalia,0,0,0
1/30/20,Somalia,0,0,0
1/31/20,Somalia,0,0,0
43832,Somalia,0,0,0
43863,Somalia,0,0,0
43892,Somalia,0,0,0
43923,Somalia,0,0,0
43953,Somalia,0,0,0
43984,Somalia,0,0,0
44014,Somalia,0,0,0
44045,Somalia,0,0,0
44076,Somalia,0,0,0
44106,Somalia,0,0,0
44137,Somalia,0,0,0
44167,Somalia,0,0,0
2/13/20,Somalia,0,0,0
2/14/20,Somalia,0,0,0
2/15/20,Somalia,0,0,0
2/16/20,Somalia,0,0,0
2/17/20,Somalia,0,0,0
2/18/20,Somalia,0,0,0
2/19/20,Somalia,0,0,0
2/20/20,Somalia,0,0,0
2/21/20,Somalia,0,0,0
2/22/20,Somalia,0,0,0
2/23/20,Somalia,0,0,0
2/24/20,Somalia,0,0,0
2/25/20,Somalia,0,0,0
2/26/20,Somalia,0,0,0
2/27/20,Somalia,0,0,0
2/28/20,Somalia,0,0,0
2/29/20,Somalia,0,0,0
43833,Somalia,0,0,0
43864,Somalia,0,0,0
43893,Somalia,0,0,0
43924,Somalia,0,0,0
43954,Somalia,0,0,0
43985,Somalia,0,0,0
44015,Somalia,0,0,0
44046,Somalia,0,0,0
44077,Somalia,0,0,0
44107,Somalia,0,0,0
44138,Somalia,0,0,0
44168,Somalia,0,0,0
3/13/20,Somalia,0,0,0
3/14/20,Somalia,0,0,0
3/15/20,Somalia,0,0,0
3/16/20,Somalia,1,0,0
3/17/20,Somalia,1,0,0
3/18/20,Somalia,1,0,0
3/19/20,Somalia,1,0,0
3/20/20,Somalia,1,0,0
3/21/20,Somalia,1,0,0
3/22/20,Somalia,1,0,0
3/23/20,Somalia,1,0,0
3/24/20,Somalia,1,0,0
3/25/20,Somalia,1,0,0
3/26/20,Somalia,2,0,0
3/27/20,Somalia,3,0,0
3/28/20,Somalia,3,0,0
3/29/20,Somalia,3,0,0
3/30/20,Somalia,3,0,0
3/31/20,Somalia,5,0,1
43834,Somalia,5,0,1
43865,Somalia,5,0,1
43894,Somalia,7,0,1
43925,Somalia,7,0,1
43955,Somalia,7,0,1
43986,Somalia,7,0,1
44016,Somalia,8,0,1
44047,Somalia,12,1,1
44078,Somalia,12,1,1
44108,Somalia,21,1,1
44139,Somalia,21,1,1
44169,Somalia,25,1,2
4/13/20,Somalia,60,2,2
4/14/20,Somalia,60,2,2
4/15/20,Somalia,80,5,2
4/16/20,Somalia,80,5,2
4/17/20,Somalia,116,6,2
4/18/20,Somalia,135,7,2
4/19/20,Somalia,164,7,3
4/20/20,Somalia,237,8,4
4/21/20,Somalia,286,8,4
4/22/20,Somalia,286,8,4
4/23/20,Somalia,328,16,8
4/24/20,Somalia,328,16,8
4/25/20,Somalia,390,18,8
4/26/20,Somalia,436,23,10
4/27/20,Somalia,480,26,10
1/22/20,South Africa,0,0,0
1/23/20,South Africa,0,0,0
1/24/20,South Africa,0,0,0
1/25/20,South Africa,0,0,0
1/26/20,South Africa,0,0,0
1/27/20,South Africa,0,0,0
1/28/20,South Africa,0,0,0
1/29/20,South Africa,0,0,0
1/30/20,South Africa,0,0,0
1/31/20,South Africa,0,0,0
43832,South Africa,0,0,0
43863,South Africa,0,0,0
43892,South Africa,0,0,0
43923,South Africa,0,0,0
43953,South Africa,0,0,0
43984,South Africa,0,0,0
44014,South Africa,0,0,0
44045,South Africa,0,0,0
44076,South Africa,0,0,0
44106,South Africa,0,0,0
44137,South Africa,0,0,0
44167,South Africa,0,0,0
2/13/20,South Africa,0,0,0
2/14/20,South Africa,0,0,0
2/15/20,South Africa,0,0,0
2/16/20,South Africa,0,0,0
2/17/20,South Africa,0,0,0
2/18/20,South Africa,0,0,0
2/19/20,South Africa,0,0,0
2/20/20,South Africa,0,0,0
2/21/20,South Africa,0,0,0
2/22/20,South Africa,0,0,0
2/23/20,South Africa,0,0,0
2/24/20,South Africa,0,0,0
2/25/20,South Africa,0,0,0
2/26/20,South Africa,0,0,0
2/27/20,South Africa,0,0,0
2/28/20,South Africa,0,0,0
2/29/20,South Africa,0,0,0
43833,South Africa,0,0,0
43864,South Africa,0,0,0
43893,South Africa,0,0,0
43924,South Africa,0,0,0
43954,South Africa,1,0,0
43985,South Africa,1,0,0
44015,South Africa,1,0,0
44046,South Africa,3,0,0
44077,South Africa,3,0,0
44107,South Africa,7,0,0
44138,South Africa,13,0,0
44168,South Africa,17,0,0
3/13/20,South Africa,24,0,0
3/14/20,South Africa,38,0,0
3/15/20,South Africa,51,0,0
3/16/20,South Africa,62,0,0
3/17/20,South Africa,62,0,0
3/18/20,South Africa,116,0,0
3/19/20,South Africa,150,0,0
3/20/20,South Africa,202,0,0
3/21/20,South Africa,240,0,0
3/22/20,South Africa,274,0,0
3/23/20,South Africa,402,0,0
3/24/20,South Africa,554,0,4
3/25/20,South Africa,709,0,12
3/26/20,South Africa,927,0,12
3/27/20,South Africa,1170,1,31
3/28/20,South Africa,1187,1,31
3/29/20,South Africa,1280,2,31
3/30/20,South Africa,1326,3,31
3/31/20,South Africa,1353,5,31
43834,South Africa,1380,5,50
43865,South Africa,1462,5,50
43894,South Africa,1505,9,95
43925,South Africa,1585,9,95
43955,South Africa,1655,11,95
43986,South Africa,1686,12,95
44016,South Africa,1749,13,95
44047,South Africa,1845,18,95
44078,South Africa,1934,18,95
44108,South Africa,2003,24,410
44139,South Africa,2028,25,410
44169,South Africa,2173,25,410
4/13/20,South Africa,2272,27,410
4/14/20,South Africa,2415,27,410
4/15/20,South Africa,2506,34,410
4/16/20,South Africa,2605,48,903
4/17/20,South Africa,2783,50,903
4/18/20,South Africa,3034,52,903
4/19/20,South Africa,3158,54,903
4/20/20,South Africa,3300,58,1055
4/21/20,South Africa,3465,58,1055
4/22/20,South Africa,3635,65,1055
4/23/20,South Africa,3953,75,1473
4/24/20,South Africa,4220,79,1473
4/25/20,South Africa,4361,86,1473
4/26/20,South Africa,4546,87,1473
4/27/20,South Africa,4793,90,1473
1/22/20,Spain,0,0,0
1/23/20,Spain,0,0,0
1/24/20,Spain,0,0,0
1/25/20,Spain,0,0,0
1/26/20,Spain,0,0,0
1/27/20,Spain,0,0,0
1/28/20,Spain,0,0,0
1/29/20,Spain,0,0,0
1/30/20,Spain,0,0,0
1/31/20,Spain,0,0,0
43832,Spain,1,0,0
43863,Spain,1,0,0
43892,Spain,1,0,0
43923,Spain,1,0,0
43953,Spain,1,0,0
43984,Spain,1,0,0
44014,Spain,1,0,0
44045,Spain,1,0,0
44076,Spain,2,0,0
44106,Spain,2,0,0
44137,Spain,2,0,0
44167,Spain,2,0,0
2/13/20,Spain,2,0,0
2/14/20,Spain,2,0,0
2/15/20,Spain,2,0,2
2/16/20,Spain,2,0,2
2/17/20,Spain,2,0,2
2/18/20,Spain,2,0,2
2/19/20,Spain,2,0,2
2/20/20,Spain,2,0,2
2/21/20,Spain,2,0,2
2/22/20,Spain,2,0,2
2/23/20,Spain,2,0,2
2/24/20,Spain,2,0,2
2/25/20,Spain,6,0,2
2/26/20,Spain,13,0,2
2/27/20,Spain,15,0,2
2/28/20,Spain,32,0,2
2/29/20,Spain,45,0,2
43833,Spain,84,0,2
43864,Spain,120,0,2
43893,Spain,165,1,2
43924,Spain,222,2,2
43954,Spain,259,3,2
43985,Spain,400,5,2
44015,Spain,500,10,30
44046,Spain,673,17,30
44077,Spain,1073,28,32
44107,Spain,1695,35,32
44138,Spain,2277,54,183
44168,Spain,2277,55,183
3/13/20,Spain,5232,133,193
3/14/20,Spain,6391,195,517
3/15/20,Spain,7798,289,517
3/16/20,Spain,9942,342,530
3/17/20,Spain,11748,533,1028
3/18/20,Spain,13910,623,1081
3/19/20,Spain,17963,830,1107
3/20/20,Spain,20410,1043,1588
3/21/20,Spain,25374,1375,2125
3/22/20,Spain,28768,1772,2575
3/23/20,Spain,35136,2311,2575
3/24/20,Spain,39885,2808,3794
3/25/20,Spain,49515,3647,5367
3/26/20,Spain,57786,4365,7015
3/27/20,Spain,65719,5138,9357
3/28/20,Spain,73235,5982,12285
3/29/20,Spain,80110,6803,14709
3/30/20,Spain,87956,7716,16780
3/31/20,Spain,95923,8464,19259
43834,Spain,104118,9387,22647
43865,Spain,112065,10348,26743
43894,Spain,119199,11198,30513
43925,Spain,126168,11947,34219
43955,Spain,131646,12641,38080
43986,Spain,136675,13341,40437
44016,Spain,141942,14045,43208
44047,Spain,148220,14792,48021
44078,Spain,153222,15447,52165
44108,Spain,158273,16081,55668
44139,Spain,163027,16606,59109
44169,Spain,166831,17209,62391
4/13/20,Spain,170099,17756,64727
4/14/20,Spain,172541,18056,67504
4/15/20,Spain,177644,18708,70853
4/16/20,Spain,184948,19315,74797
4/17/20,Spain,190839,20002,74797
4/18/20,Spain,191726,20043,74797
4/19/20,Spain,198674,20453,77357
4/20/20,Spain,200210,20852,80587
4/21/20,Spain,204178,21282,82514
4/22/20,Spain,208389,21717,85915
4/23/20,Spain,213024,22157,89250
4/24/20,Spain,219764,22524,92355
4/25/20,Spain,223759,22902,95708
4/26/20,Spain,226629,23190,117727
4/27/20,Spain,229422,23521,120832
1/22/20,Sri Lanka,0,0,0
1/23/20,Sri Lanka,0,0,0
1/24/20,Sri Lanka,0,0,0
1/25/20,Sri Lanka,0,0,0
1/26/20,Sri Lanka,0,0,0
1/27/20,Sri Lanka,1,0,0
1/28/20,Sri Lanka,1,0,0
1/29/20,Sri Lanka,1,0,0
1/30/20,Sri Lanka,1,0,0
1/31/20,Sri Lanka,1,0,0
43832,Sri Lanka,1,0,0
43863,Sri Lanka,1,0,0
43892,Sri Lanka,1,0,0
43923,Sri Lanka,1,0,0
43953,Sri Lanka,1,0,0
43984,Sri Lanka,1,0,0
44014,Sri Lanka,1,0,0
44045,Sri Lanka,1,0,1
44076,Sri Lanka,1,0,1
44106,Sri Lanka,1,0,1
44137,Sri Lanka,1,0,1
44167,Sri Lanka,1,0,1
2/13/20,Sri Lanka,1,0,1
2/14/20,Sri Lanka,1,0,1
2/15/20,Sri Lanka,1,0,1
2/16/20,Sri Lanka,1,0,1
2/17/20,Sri Lanka,1,0,1
2/18/20,Sri Lanka,1,0,1
2/19/20,Sri Lanka,1,0,1
2/20/20,Sri Lanka,1,0,1
2/21/20,Sri Lanka,1,0,1
2/22/20,Sri Lanka,1,0,1
2/23/20,Sri Lanka,1,0,1
2/24/20,Sri Lanka,1,0,1
2/25/20,Sri Lanka,1,0,1
2/26/20,Sri Lanka,1,0,1
2/27/20,Sri Lanka,1,0,1
2/28/20,Sri Lanka,1,0,1
2/29/20,Sri Lanka,1,0,1
43833,Sri Lanka,1,0,1
43864,Sri Lanka,1,0,1
43893,Sri Lanka,1,0,1
43924,Sri Lanka,1,0,1
43954,Sri Lanka,1,0,1
43985,Sri Lanka,1,0,1
44015,Sri Lanka,1,0,1
44046,Sri Lanka,1,0,1
44077,Sri Lanka,1,0,1
44107,Sri Lanka,1,0,1
44138,Sri Lanka,2,0,1
44168,Sri Lanka,2,0,1
3/13/20,Sri Lanka,6,0,1
3/14/20,Sri Lanka,10,0,1
3/15/20,Sri Lanka,18,0,1
3/16/20,Sri Lanka,28,0,1
3/17/20,Sri Lanka,44,0,1
3/18/20,Sri Lanka,51,0,1
3/19/20,Sri Lanka,60,0,3
3/20/20,Sri Lanka,73,0,3
3/21/20,Sri Lanka,77,0,1
3/22/20,Sri Lanka,82,0,3
3/23/20,Sri Lanka,97,0,3
3/24/20,Sri Lanka,102,0,2
3/25/20,Sri Lanka,102,0,3
3/26/20,Sri Lanka,106,0,7
3/27/20,Sri Lanka,106,0,7
3/28/20,Sri Lanka,113,1,9
3/29/20,Sri Lanka,117,1,11
3/30/20,Sri Lanka,122,2,15
3/31/20,Sri Lanka,143,2,17
43834,Sri Lanka,146,3,21
43865,Sri Lanka,151,4,21
43894,Sri Lanka,159,4,24
43925,Sri Lanka,166,5,27
43955,Sri Lanka,176,5,33
43986,Sri Lanka,178,5,38
44016,Sri Lanka,185,6,42
44047,Sri Lanka,189,7,44
44078,Sri Lanka,190,7,49
44108,Sri Lanka,190,7,54
44139,Sri Lanka,198,7,54
44169,Sri Lanka,210,7,56
4/13/20,Sri Lanka,217,7,56
4/14/20,Sri Lanka,233,7,61
4/15/20,Sri Lanka,238,7,63
4/16/20,Sri Lanka,238,7,68
4/17/20,Sri Lanka,244,7,77
4/18/20,Sri Lanka,254,7,86
4/19/20,Sri Lanka,271,7,96
4/20/20,Sri Lanka,304,7,98
4/21/20,Sri Lanka,310,7,102
4/22/20,Sri Lanka,330,7,105
4/23/20,Sri Lanka,368,7,107
4/24/20,Sri Lanka,420,7,109
4/25/20,Sri Lanka,460,7,118
4/26/20,Sri Lanka,523,7,120
4/27/20,Sri Lanka,588,7,126
1/22/20,Sudan,0,0,0
1/23/20,Sudan,0,0,0
1/24/20,Sudan,0,0,0
1/25/20,Sudan,0,0,0
1/26/20,Sudan,0,0,0
1/27/20,Sudan,0,0,0
1/28/20,Sudan,0,0,0
1/29/20,Sudan,0,0,0
1/30/20,Sudan,0,0,0
1/31/20,Sudan,0,0,0
43832,Sudan,0,0,0
43863,Sudan,0,0,0
43892,Sudan,0,0,0
43923,Sudan,0,0,0
43953,Sudan,0,0,0
43984,Sudan,0,0,0
44014,Sudan,0,0,0
44045,Sudan,0,0,0
44076,Sudan,0,0,0
44106,Sudan,0,0,0
44137,Sudan,0,0,0
44167,Sudan,0,0,0
2/13/20,Sudan,0,0,0
2/14/20,Sudan,0,0,0
2/15/20,Sudan,0,0,0
2/16/20,Sudan,0,0,0
2/17/20,Sudan,0,0,0
2/18/20,Sudan,0,0,0
2/19/20,Sudan,0,0,0
2/20/20,Sudan,0,0,0
2/21/20,Sudan,0,0,0
2/22/20,Sudan,0,0,0
2/23/20,Sudan,0,0,0
2/24/20,Sudan,0,0,0
2/25/20,Sudan,0,0,0
2/26/20,Sudan,0,0,0
2/27/20,Sudan,0,0,0
2/28/20,Sudan,0,0,0
2/29/20,Sudan,0,0,0
43833,Sudan,0,0,0
43864,Sudan,0,0,0
43893,Sudan,0,0,0
43924,Sudan,0,0,0
43954,Sudan,0,0,0
43985,Sudan,0,0,0
44015,Sudan,0,0,0
44046,Sudan,0,0,0
44077,Sudan,0,0,0
44107,Sudan,0,0,0
44138,Sudan,0,0,0
44168,Sudan,0,0,0
3/13/20,Sudan,1,1,0
3/14/20,Sudan,1,1,0
3/15/20,Sudan,1,1,0
3/16/20,Sudan,1,1,0
3/17/20,Sudan,1,1,0
3/18/20,Sudan,2,1,0
3/19/20,Sudan,2,1,0
3/20/20,Sudan,2,1,0
3/21/20,Sudan,2,1,0
3/22/20,Sudan,2,1,0
3/23/20,Sudan,2,1,0
3/24/20,Sudan,3,1,0
3/25/20,Sudan,3,1,0
3/26/20,Sudan,3,1,0
3/27/20,Sudan,3,1,0
3/28/20,Sudan,5,1,0
3/29/20,Sudan,6,1,0
3/30/20,Sudan,6,2,0
3/31/20,Sudan,7,2,1
43834,Sudan,7,2,2
43865,Sudan,8,2,2
43894,Sudan,10,2,2
43925,Sudan,10,2,2
43955,Sudan,12,2,2
43986,Sudan,12,2,2
44016,Sudan,14,2,2
44047,Sudan,14,2,2
44078,Sudan,15,2,2
44108,Sudan,17,2,2
44139,Sudan,19,2,2
44169,Sudan,19,2,2
4/13/20,Sudan,29,4,4
4/14/20,Sudan,32,5,4
4/15/20,Sudan,32,5,4
4/16/20,Sudan,32,5,4
4/17/20,Sudan,33,6,4
4/18/20,Sudan,66,10,6
4/19/20,Sudan,66,10,6
4/20/20,Sudan,107,12,8
4/21/20,Sudan,107,12,8
4/22/20,Sudan,140,13,12
4/23/20,Sudan,174,16,14
4/24/20,Sudan,174,16,14
4/25/20,Sudan,213,17,19
4/26/20,Sudan,237,21,20
4/27/20,Sudan,275,22,21
1/22/20,Suriname,0,0,0
1/23/20,Suriname,0,0,0
1/24/20,Suriname,0,0,0
1/25/20,Suriname,0,0,0
1/26/20,Suriname,0,0,0
1/27/20,Suriname,0,0,0
1/28/20,Suriname,0,0,0
1/29/20,Suriname,0,0,0
1/30/20,Suriname,0,0,0
1/31/20,Suriname,0,0,0
43832,Suriname,0,0,0
43863,Suriname,0,0,0
43892,Suriname,0,0,0
43923,Suriname,0,0,0
43953,Suriname,0,0,0
43984,Suriname,0,0,0
44014,Suriname,0,0,0
44045,Suriname,0,0,0
44076,Suriname,0,0,0
44106,Suriname,0,0,0
44137,Suriname,0,0,0
44167,Suriname,0,0,0
2/13/20,Suriname,0,0,0
2/14/20,Suriname,0,0,0
2/15/20,Suriname,0,0,0
2/16/20,Suriname,0,0,0
2/17/20,Suriname,0,0,0
2/18/20,Suriname,0,0,0
2/19/20,Suriname,0,0,0
2/20/20,Suriname,0,0,0
2/21/20,Suriname,0,0,0
2/22/20,Suriname,0,0,0
2/23/20,Suriname,0,0,0
2/24/20,Suriname,0,0,0
2/25/20,Suriname,0,0,0
2/26/20,Suriname,0,0,0
2/27/20,Suriname,0,0,0
2/28/20,Suriname,0,0,0
2/29/20,Suriname,0,0,0
43833,Suriname,0,0,0
43864,Suriname,0,0,0
43893,Suriname,0,0,0
43924,Suriname,0,0,0
43954,Suriname,0,0,0
43985,Suriname,0,0,0
44015,Suriname,0,0,0
44046,Suriname,0,0,0
44077,Suriname,0,0,0
44107,Suriname,0,0,0
44138,Suriname,0,0,0
44168,Suriname,0,0,0
3/13/20,Suriname,0,0,0
3/14/20,Suriname,1,0,0
3/15/20,Suriname,1,0,0
3/16/20,Suriname,1,0,0
3/17/20,Suriname,1,0,0
3/18/20,Suriname,1,0,0
3/19/20,Suriname,1,0,0
3/20/20,Suriname,4,0,0
3/21/20,Suriname,4,0,0
3/22/20,Suriname,5,0,0
3/23/20,Suriname,5,0,0
3/24/20,Suriname,7,0,0
3/25/20,Suriname,8,0,0
3/26/20,Suriname,8,0,0
3/27/20,Suriname,8,0,0
3/28/20,Suriname,8,0,0
3/29/20,Suriname,8,0,0
3/30/20,Suriname,8,0,0
3/31/20,Suriname,9,0,0
43834,Suriname,10,0,0
43865,Suriname,10,0,0
43894,Suriname,10,1,0
43925,Suriname,10,1,0
43955,Suriname,10,1,0
43986,Suriname,10,1,0
44016,Suriname,10,1,0
44047,Suriname,10,1,3
44078,Suriname,10,1,4
44108,Suriname,10,1,4
44139,Suriname,10,1,4
44169,Suriname,10,1,4
4/13/20,Suriname,10,1,6
4/14/20,Suriname,10,1,6
4/15/20,Suriname,10,1,6
4/16/20,Suriname,10,1,6
4/17/20,Suriname,10,1,6
4/18/20,Suriname,10,1,6
4/19/20,Suriname,10,1,6
4/20/20,Suriname,10,1,6
4/21/20,Suriname,10,1,6
4/22/20,Suriname,10,1,6
4/23/20,Suriname,10,1,6
4/24/20,Suriname,10,1,7
4/25/20,Suriname,10,1,7
4/26/20,Suriname,10,1,7
4/27/20,Suriname,10,1,7
1/22/20,Sweden,0,0,0
1/23/20,Sweden,0,0,0
1/24/20,Sweden,0,0,0
1/25/20,Sweden,0,0,0
1/26/20,Sweden,0,0,0
1/27/20,Sweden,0,0,0
1/28/20,Sweden,0,0,0
1/29/20,Sweden,0,0,0
1/30/20,Sweden,0,0,0
1/31/20,Sweden,1,0,0
43832,Sweden,1,0,0
43863,Sweden,1,0,0
43892,Sweden,1,0,0
43923,Sweden,1,0,0
43953,Sweden,1,0,0
43984,Sweden,1,0,0
44014,Sweden,1,0,0
44045,Sweden,1,0,0
44076,Sweden,1,0,0
44106,Sweden,1,0,0
44137,Sweden,1,0,0
44167,Sweden,1,0,0
2/13/20,Sweden,1,0,0
2/14/20,Sweden,1,0,0
2/15/20,Sweden,1,0,0
2/16/20,Sweden,1,0,0
2/17/20,Sweden,1,0,0
2/18/20,Sweden,1,0,0
2/19/20,Sweden,1,0,0
2/20/20,Sweden,1,0,0
2/21/20,Sweden,1,0,0
2/22/20,Sweden,1,0,0
2/23/20,Sweden,1,0,0
2/24/20,Sweden,1,0,0
2/25/20,Sweden,1,0,0
2/26/20,Sweden,2,0,0
2/27/20,Sweden,7,0,0
2/28/20,Sweden,7,0,0
2/29/20,Sweden,12,0,0
43833,Sweden,14,0,0
43864,Sweden,15,0,0
43893,Sweden,21,0,0
43924,Sweden,35,0,0
43954,Sweden,94,0,0
43985,Sweden,101,0,0
44015,Sweden,161,0,0
44046,Sweden,203,0,0
44077,Sweden,248,0,1
44107,Sweden,355,0,1
44138,Sweden,500,1,1
44168,Sweden,599,1,1
3/13/20,Sweden,814,1,1
3/14/20,Sweden,961,2,1
3/15/20,Sweden,1022,3,1
3/16/20,Sweden,1103,6,1
3/17/20,Sweden,1190,7,1
3/18/20,Sweden,1279,10,1
3/19/20,Sweden,1439,11,16
3/20/20,Sweden,1639,16,16
3/21/20,Sweden,1763,20,16
3/22/20,Sweden,1934,21,16
3/23/20,Sweden,2046,25,16
3/24/20,Sweden,2286,36,16
3/25/20,Sweden,2526,62,16
3/26/20,Sweden,2840,77,16
3/27/20,Sweden,3069,105,16
3/28/20,Sweden,3447,105,16
3/29/20,Sweden,3700,110,16
3/30/20,Sweden,4028,146,16
3/31/20,Sweden,4435,180,16
43834,Sweden,4947,239,103
43865,Sweden,5568,308,103
43894,Sweden,6131,358,205
43925,Sweden,6443,373,205
43955,Sweden,6830,401,205
43986,Sweden,7206,477,205
44016,Sweden,7693,591,205
44047,Sweden,8419,687,205
44078,Sweden,9141,793,205
44108,Sweden,9685,870,381
44139,Sweden,10151,887,381
44169,Sweden,10483,899,381
4/13/20,Sweden,10948,919,381
4/14/20,Sweden,11445,1033,381
4/15/20,Sweden,11927,1203,381
4/16/20,Sweden,12540,1333,550
4/17/20,Sweden,13216,1400,550
4/18/20,Sweden,13822,1511,550
4/19/20,Sweden,14385,1540,550
4/20/20,Sweden,14777,1580,550
4/21/20,Sweden,15322,1765,550
4/22/20,Sweden,16004,1937,550
4/23/20,Sweden,16755,2021,550
4/24/20,Sweden,17567,2152,1005
4/25/20,Sweden,18177,2192,1005
4/26/20,Sweden,18640,2194,1005
4/27/20,Sweden,18926,2274,1005
1/22/20,Switzerland,0,0,0
1/23/20,Switzerland,0,0,0
1/24/20,Switzerland,0,0,0
1/25/20,Switzerland,0,0,0
1/26/20,Switzerland,0,0,0
1/27/20,Switzerland,0,0,0
1/28/20,Switzerland,0,0,0
1/29/20,Switzerland,0,0,0
1/30/20,Switzerland,0,0,0
1/31/20,Switzerland,0,0,0
43832,Switzerland,0,0,0
43863,Switzerland,0,0,0
43892,Switzerland,0,0,0
43923,Switzerland,0,0,0
43953,Switzerland,0,0,0
43984,Switzerland,0,0,0
44014,Switzerland,0,0,0
44045,Switzerland,0,0,0
44076,Switzerland,0,0,0
44106,Switzerland,0,0,0
44137,Switzerland,0,0,0
44167,Switzerland,0,0,0
2/13/20,Switzerland,0,0,0
2/14/20,Switzerland,0,0,0
2/15/20,Switzerland,0,0,0
2/16/20,Switzerland,0,0,0
2/17/20,Switzerland,0,0,0
2/18/20,Switzerland,0,0,0
2/19/20,Switzerland,0,0,0
2/20/20,Switzerland,0,0,0
2/21/20,Switzerland,0,0,0
2/22/20,Switzerland,0,0,0
2/23/20,Switzerland,0,0,0
2/24/20,Switzerland,0,0,0
2/25/20,Switzerland,1,0,0
2/26/20,Switzerland,1,0,0
2/27/20,Switzerland,8,0,0
2/28/20,Switzerland,8,0,0
2/29/20,Switzerland,18,0,0
43833,Switzerland,27,0,0
43864,Switzerland,42,0,0
43893,Switzerland,56,0,2
43924,Switzerland,90,0,3
43954,Switzerland,114,1,3
43985,Switzerland,214,1,3
44015,Switzerland,268,1,3
44046,Switzerland,337,2,3
44077,Switzerland,374,2,3
44107,Switzerland,491,3,3
44138,Switzerland,652,4,4
44168,Switzerland,652,4,4
3/13/20,Switzerland,1139,11,4
3/14/20,Switzerland,1359,13,4
3/15/20,Switzerland,2200,14,4
3/16/20,Switzerland,2200,14,4
3/17/20,Switzerland,2700,27,4
3/18/20,Switzerland,3028,28,15
3/19/20,Switzerland,4075,41,15
3/20/20,Switzerland,5294,54,15
3/21/20,Switzerland,6575,75,15
3/22/20,Switzerland,7474,98,131
3/23/20,Switzerland,8795,120,131
3/24/20,Switzerland,9877,122,131
3/25/20,Switzerland,10897,153,131
3/26/20,Switzerland,11811,191,131
3/27/20,Switzerland,12928,231,1530
3/28/20,Switzerland,14076,264,1530
3/29/20,Switzerland,14829,300,1595
3/30/20,Switzerland,15922,359,1823
3/31/20,Switzerland,16605,433,1823
43834,Switzerland,17768,488,2967
43865,Switzerland,18827,536,4013
43894,Switzerland,19606,591,4846
43925,Switzerland,20505,666,6415
43955,Switzerland,21100,715,6415
43986,Switzerland,21657,765,8056
